urn,name,la_name,type,phase,gender,status,admissions_policy,religious_character,easting,northing,lineage,lineage_open_date,grade_2020,grade_2020_published,grade_2020_urn,comparator_urns,comparator_names,comparator_dist_m,comparator_grades,comparator_median,first_fail,all_fails,research_candidate
148932,Brook Sixth Form and Academy,Barking and Dagenham,University technical college,Secondary,Mixed,Open,,Does not apply,550480.0,185437.0,148932 < 140945,2014-09-01,3.0,2019-07-17,140945,101243;136028;136576,Eastbrook School;Dagenham Park CofE School;The Brittons Academy,545;1732;1849,3;2;4,3.0,C1: type University technical college,C1: type University technical college | C3: grade 3 not better than comparator median 3.0,False
136028,Dagenham Park CofE School,Barking and Dagenham,Voluntary controlled school,Secondary,Mixed,Open,Non-selective,Church of England,549623.0,183932.0,136028 < 101242,1677-09-21,2.0,2016-06-06,136028,140962;101243;133561,Goresbrook School;Eastbrook School;Jo Richardson Community School,1766;1969;2047,2;3;2,2.0,"C2 (GIAS): Non-selective, religious character Church of England","C2 (GIAS): Non-selective, religious character Church of England | C3: grade 2 not better than comparator median 2.0",False
101242,Dagenham Park Community School,Barking and Dagenham,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,549623.0,183932.0,101242,1677-09-21,,,,136028;140962;101243,Dagenham Park CofE School;Goresbrook School;Eastbrook School,0;1766;1969,2;2;3,2.0,C1: closed 2009-12-31,C1: closed 2009-12-31 | C3: no grade in force on 2020-01-01,False
101243,Eastbrook School,Barking and Dagenham,Community school,All-through,Mixed,Open,Non-selective,Does not apply,550112.0,185839.0,101243,1677-09-21,3.0,2018-03-22,101243,101245;101247;136028,Robert Clack School;All Saints Catholic School and Technology College;Dagenham Park CofE School,1418;1518;1969,2;2;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
101244,Eastbury Community School,Barking and Dagenham,Community school,All-through,Mixed,Open,Non-selective,Does not apply,545048.0,184690.0,101244,1677-09-21,2.0,2018-09-12,101244,140475;101241;142908,"Loxford School;Barking Abbey School, A Specialist Sports and Humanities College;Greatfields School",766;781;1150,1;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
140945,Elutec,Barking and Dagenham,University technical college,Secondary,Mixed,Closed,,None,550610.0,185363.0,140945,2014-09-01,3.0,2019-07-17,140945,101243;136576;136028,Eastbrook School;The Brittons Academy;Dagenham Park CofE School,689;1703;1738,3;4;2,3.0,C1: type University technical college; closed 2021-11-30,C1: type University technical college; closed 2021-11-30 | C3: grade 3 not better than comparator median 3.0,False
126719,Erkenwald School,Barking and Dagenham,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,547000.0,185400.0,126719,1677-09-21,,,,141683;101241;133561,"The Sydney Russell School;Barking Abbey School, A Specialist Sports and Humanities College;Jo Richardson Community School",966;1349;1753,1;2;2,2.0,C1: closed 1990-08-31,C1: closed 1990-08-31 | C3: no grade in force on 2020-01-01,False
140962,Goresbrook School,Barking and Dagenham,Free schools,All-through,Mixed,Open,,Multi-faith,547875.0,183679.0,140962,2014-09-01,2.0,2019-07-09,140962,133561;139791;136028,Jo Richardson Community School;Riverside School;Dagenham Park CofE School,299;1497;1766,2;2;2,2.0,"C2 (GIAS): , religious character Multi-faith","C2 (GIAS): , religious character Multi-faith | C3: grade 2 not better than comparator median 2.0",False
142908,Greatfields School,Barking and Dagenham,Free schools,Secondary,Mixed,Open,Non-selective,None,544700.0,183594.0,142908,2016-09-07,2.0,2019-07-03,142908,140373;101244;101241,"Langdon Academy;Eastbury Community School;Barking Abbey School, A Specialist Sports and Humanities College",1092;1150;1602,2;2;2,2.0,C1: opened 2016-09-07,C1: opened 2016-09-07 | C3: grade 2 not better than comparator median 2.0,False
133561,Jo Richardson Community School,Barking and Dagenham,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,547584.0,183747.0,133561,2002-09-01,2.0,2013-06-14,133561,140962;139791;141683,Goresbrook School;Riverside School;The Sydney Russell School,299;1420;1768,2;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
126720,Mayesbrook School,Barking and Dagenham,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,547100.0,184800.0,126720,1677-09-21,,,,141683;133561;101241,"The Sydney Russell School;Jo Richardson Community School;Barking Abbey School, A Specialist Sports and Humanities College",1095;1159;1274,1;2;2,2.0,C1: closed 1990-08-31,C1: closed 1990-08-31 | C3: no grade in force on 2020-01-01,False
126721,Parsloes Manor School,Barking and Dagenham,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,547963.0,185474.0,126721,1677-09-21,,,,141683;133561;140962,The Sydney Russell School;Jo Richardson Community School;Goresbrook School,0;1768;1797,1;2;2,2.0,C1: closed 1990-08-31,C1: closed 1990-08-31 | C3: no grade in force on 2020-01-01,False
139791,Riverside School,Barking and Dagenham,Free schools,Secondary,Mixed,Open,Non-selective,None,547047.0,182432.0,139791 < 136940,2012-09-01,2.0,2015-09-15,139791,133561;140962;141163,Jo Richardson Community School;Goresbrook School;Woolwich Polytechnic School,1420;1497;2126,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
126723,Sacred Heart School,Barking and Dagenham,Voluntary aided school,Secondary,Girls,Closed,Non-selective,None,548414.0,183777.0,126723,1677-09-21,,,,140962;133561;136028,Goresbrook School;Jo Richardson Community School;Dagenham Park CofE School,548;831;1219,2;2;2,2.0,C1: type Voluntary aided school; closed 1989-08-31,C1: type Voluntary aided school; closed 1989-08-31 | C3: no grade in force on 2020-01-01,False
101246,The Sydney Russell School,Barking and Dagenham,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,547963.0,185474.0,101246,1677-09-21,1.0,2013-06-10,101246,141683;133561;140962,The Sydney Russell School;Jo Richardson Community School;Goresbrook School,0;1768;1797,1;2;2,2.0,C1: closed 2015-01-31,C1: closed 2015-01-31,False
101240,The Warren Comprehensive School,Barking and Dagenham,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,548476.0,188616.0,101240,1677-09-21,4.0,2013-03-27,101240,141178;145944;136267,The Warren School;St Edward's Church of England Academy;Chadwell Heath Academy,0;1015;1705,2;4;1,2.0,C1: closed 2014-08-31,C1: closed 2014-08-31 | C3: grade 4 not better than comparator median 2.0,False
141178,The Warren School,Barking and Dagenham,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,548476.0,188616.0,141178 < 101240,1677-09-21,2.0,2017-12-28,141178,145944;136267;101247,St Edward's Church of England Academy;Chadwell Heath Academy;All Saints Catholic School and Technology College,1015;1705;1719,4;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
147061,Ark Pioneer Academy,Barnet,Free schools,Secondary,Mixed,Open,Non-selective,,525207.0,195708.0,147061,2019-09-02,,,,137131;144502;135747,Queen Elizabeth's Girls' School;The Totteridge Academy;JCoSS,706;1011;1829,2;2;2,2.0,C1: opened 2019-09-02,C1: opened 2019-09-02 | C3: no grade in force on 2020-01-01,False
101363,Ashmole School,Barnet,Foundation school,Secondary,Mixed,Closed,Non-selective,None,529324.0,194021.0,101363,1677-09-21,1.0,2007-02-20,101363,136308;139410;102056,Ashmole Academy;St Andrew the Apostle Greek Orthodox School;Laurel Park School,0;1492;1745,1;2;2,2.0,C1: closed 2010-09-30,C1: closed 2010-09-30,False
101365,Bishop Douglass School Finchley,Barnet,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Roman Catholic,526275.0,189926.0,101365,1677-09-21,2.0,2013-10-04,101365,143082;139594;137388,Bishop Douglass School Finchley;The Archer Academy;Christ's College Finchley,0;660;700,2;1;2,2.0,C1: type Voluntary aided school; closed 2016-08-31,"C1: type Voluntary aided school; closed 2016-08-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
143082,Bishop Douglass School Finchley,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,Roman Catholic,526275.0,189926.0,143082 < 101365,1677-09-21,2.0,2013-10-04,101365,139594;137388;102156,The Archer Academy;Christ's College Finchley;Fortismere School,660;700;1907,1;2;1,1.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 1.0",False
101353,Christ Church CofE Secondary School,Barnet,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Church of England,526995.0,192130.0,101353,1677-09-21,,,,135507;136418;101345,Wren Academy Finchley;The Compton School;Friern Barnet School,131;542;901,1;1;2,1.0,C1: type Voluntary aided school; closed 2005-08-31,"C1: type Voluntary aided school; closed 2005-08-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: no grade in force on 2020-01-01",False
101350,Christ's College Finchley,Barnet,Community school,Secondary,Boys,Closed,Non-selective,Does not apply,525672.0,189571.0,101350,1677-09-21,,,,137388;143082;139594,Christ's College Finchley;Bishop Douglass School Finchley;The Archer Academy,0;700;1211,2;2;1,2.0,C1: closed 2011-08-31,C1: closed 2011-08-31 | C3: no grade in force on 2020-01-01,False
137388,Christ's College Finchley,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,525672.0,189571.0,137388 < 101350,1677-09-21,2.0,2016-06-21,137388,143082;139594;137539,Bishop Douglass School Finchley;The Archer Academy;Hasmonean High School for Boys,700;1211;1979,2;1;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
137361,Clarion,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,None,523520.0,187587.0,137361 < 101347,1677-09-21,2.0,2018-01-15,137361,137645;142627;135973,Hendon School;Menorah High School for Girls;E-ACT Crest Academy,1345;1896;1919,1;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101349,Copthall School,Barnet,Community school,Secondary,Girls,Closed,Non-selective,Does not apply,522483.0,191460.0,101349,1677-09-21,2.0,2010-11-08,101349,138685;147238;101364,Copthall School;Hasmonean High School for Girls;St James' Catholic High School,0;557;1048,2;1;2,2.0,C1: closed 2012-08-31,C1: closed 2012-08-31 | C3: grade 2 not better than comparator median 2.0,False
138685,Copthall School,Barnet,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,522483.0,191460.0,138685 < 101349,1677-09-21,2.0,2018-05-31,138685,147238;101364;137539,Hasmonean High School for Girls;St James' Catholic High School;Hasmonean High School for Boys,557;1048;1850,1;2;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
101351,East Barnet School,Barnet,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,527778.0,195482.0,101351,1677-09-21,1.0,2007-03-05,101351,136658;142727;135747,East Barnet School;Southgate School;JCoSS,0;1041;1659,2;2;2,2.0,C1: closed 2011-03-31,C1: closed 2011-03-31,False
136658,East Barnet School,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,527778.0,195482.0,136658 < 101351,1677-09-21,2.0,2012-05-19,136658,142727;135747;139410,Southgate School;JCoSS;St Andrew the Apostle Greek Orthodox School,1041;1659;2057,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101362,Finchley Catholic High School,Barnet,Voluntary aided school,Secondary,Boys,Open,Non-selective,Roman Catholic,526022.0,193124.0,101362,1677-09-21,2.0,2013-11-28,101362,135507;136418;139410,Wren Academy Finchley;The Compton School;St Andrew the Apostle Greek Orthodox School,1439;1927;1955,1;1;2,1.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 1.0",False
126728,Finchley Manorhill School,Barnet,Community school,Secondary,Mixed,Closed,,Does not apply,527438.0,191567.0,126728,1677-09-21,,,,136418;135507;101345,The Compton School;Wren Academy Finchley;Friern Barnet School,181;672;935,1;1;2,1.0,C1: closed 1991-08-31,C1: closed 1991-08-31 | C3: no grade in force on 2020-01-01,False
101345,Friern Barnet School,Barnet,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,527853.0,192405.0,101345,1677-09-21,2.0,2018-11-22,101345,136418;135507;139410,The Compton School;Wren Academy Finchley;St Andrew the Apostle Greek Orthodox School,916;997;1032,1;1;2,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
101366,Hasmonean High School,Barnet,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Jewish,523775.0,190136.0,101366,1677-09-21,2.0,2008-01-29,101366,137539;103119;137645,Hasmonean High School for Boys;St Mary's and St John's CofE School;Hendon School,0;990;1223,1;2;1,1.0,C1: type Voluntary aided school; closed 2011-09-30,"C1: type Voluntary aided school; closed 2011-09-30 | C2 (GIAS): Non-selective, religious character Jewish | C3: grade 2 not better than comparator median 1.0",False
137539,Hasmonean High School for Boys,Barnet,Academy converter,Secondary,Boys,Open,Non-selective,Jewish,523775.0,190136.0,137539 < 101366,1677-09-21,1.0,2012-12-12,137539,103119;137645;147238,St Mary's and St John's CofE School;Hendon School;Hasmonean High School for Girls,990;1223;1545,2;1;1,1.0,"C2 (GIAS): Non-selective, religious character Jewish","C2 (GIAS): Non-selective, religious character Jewish | C3: grade 1 not better than comparator median 1.0",False
147238,Hasmonean High School for Girls,Barnet,Academy converter,Secondary,Girls,Open,,Jewish,522435.0,190905.0,147238 < 137539 < 101366,1677-09-21,1.0,2012-12-12,137539,138685;101364;103119,Copthall School;St James' Catholic High School;St Mary's and St John's CofE School,557;607;1459,2;2;2,2.0,"C2 (GIAS): , religious character Jewish","C2 (GIAS): , religious character Jewish",False
101357,Hendon School,Barnet,Foundation school,Secondary,Mixed,Closed,Non-selective,None,523568.0,188931.0,101357,1677-09-21,2.0,2007-06-18,101357,137645;103119;137539,Hendon School;St Mary's and St John's CofE School;Hasmonean High School for Boys,0;856;1223,1;2;1,1.0,C1: closed 2011-10-31,C1: closed 2011-10-31 | C3: grade 2 not better than comparator median 1.0,False
135747,JCoSS,Barnet,Voluntary aided school,Secondary,Mixed,Open,Non-selective,Jewish,526710.0,196751.0,135747,2010-09-01,2.0,2016-01-08,135747,136658;137131;142727,East Barnet School;Queen Elizabeth's Girls' School;Southgate School,1659;1916;2201,2;2;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Jewish | C3: grade 2 not better than comparator median 2.0",False
134798,London Academy,Barnet,Academy sponsor led,All-through,Mixed,Open,Non-selective,Does not apply,518603.0,192995.0,134798 < 101344,1677-09-21,2.0,2018-06-06,134798,138227;137199;137075,Avanti House School;Canons High School;Park High School,1989;2645;2781,2;3;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
142627,Menorah High School for Girls,Barnet,Voluntary aided school,Secondary,Girls,Open,Not applicable,Jewish,522120.0,186308.0,142627 < 133448,2001-10-17,2.0,2019-03-31,142627,135973;137361;100052,E-ACT Crest Academy;Clarion;Hampstead School,173;1896;2380,2;2;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Not applicable, religious character Jewish | C3: grade 2 not better than comparator median 2.0",False
101359,Mill Hill County High School,Barnet,Foundation school,Secondary,Mixed,Closed,Non-selective,None,521380.0,193756.0,101359,1677-09-21,2.0,2007-05-23,101359,137386;138685;134798,Mill Hill County High School;Copthall School;London Academy,0;2547;2879,2;2;2,2.0,C1: closed 2011-08-31,C1: closed 2011-08-31 | C3: grade 2 not better than comparator median 2.0,False
137386,Mill Hill County High School,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,None,521380.0,193756.0,137386 < 101359,1677-09-21,2.0,2012-04-16,137386,138685;134798;147238,Copthall School;London Academy;Hasmonean High School for Girls,2547;2879;3040,2;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101348,Queen Elizabeth's Girls' School,Barnet,Community school,Secondary,Girls,Closed,Non-selective,Does not apply,524845.0,196314.0,101348,1677-09-21,,,,137131;144502;135747,Queen Elizabeth's Girls' School;The Totteridge Academy;JCoSS,0;1454;1916,2;2;2,2.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: no grade in force on 2020-01-01,False
137131,Queen Elizabeth's Girls' School,Barnet,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,524845.0,196314.0,137131 < 101348,1677-09-21,2.0,2016-05-18,137131,144502;135747;136658,The Totteridge Academy;JCoSS;East Barnet School,1454;1916;3049,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
